"codibge","Município","2012","2013","2014","2015","2016","2017","2018"
"3162450","São João das Missões (MG)","46775","51927","59416","63743","69512","78290","81451"
"3162500","São João del Rei (MG)","1322015","1498690","1612004","1666512","1830357","2033485","2147958"
"3162559","São João do Manhuaçu (MG)","112827","116069","129976","149886","165926","148529","115912"
"3162575","São João do Manteninha (MG)","43800","48748","55298","59188","63341","54144","58654"
"3162609","São João do Oriente (MG)","48799","58578","66477","72472","78234","79680","84876"
"3162658","São João do Pacuí (MG)","59541","25130","28492","31528","35325","33974","33688"
"3162708","São João do Paraíso (MG)","136776","144036","168927","195204","190330","200161","215927"
"3162807","São João Evangelista (MG)","123003","141741","146944","160034","176000","169054","170603"
"3162906","São João Nepomuceno (MG)","280514","296917","351938","357300","377129","413817","395351"
"3162922","São Joaquim de Bicas (MG)","447906","536542","532247","519948","568278","602962","624434"
"3162948","São José da Barra (MG)","719575","362631","316032","364981","563311","685066","556367"
"3162955","São José da Lapa (MG)","414018","451281","477599","447503","460955","490995","474664"
"3163003","São José da Safira (MG)","23899","30446","37636","36091","38440","38415","38541"
"3163102","São José da Varginha (MG)","73987","81381","80380","79854","86119","83216","82145"
"3163201","São José do Alegre (MG)","30704","31596","36109","40292","39355","42759","50179"
"3163300","São José do Divino (MG)","27364","31447","33105","34761","39341","36655","37523"
"3163409","São José do Goiabal (MG)","36547","41349","46079","47542","52066","54074","53809"
"3163508","São José do Jacuri (MG)","42768","53776","57555","59823","63367","64898","62868"
"3163607","São José do Mantimento (MG)","22085","23063","25429","26850","28806","31435","32025"
"3163706","São Lourenço (MG)","682575","746154","811055","864790","917144","977053","1044105"
"3163805","São Miguel do Anta (MG)","50980","53389","59883","64997","73048","77372","76952"
"3163904","São Pedro da União (MG)","77291","58909","77769","78908","101172","98053","91019"
"3164001","São Pedro dos Ferros (MG)","95010","104557","108365","102397","112523","110096","112982"
"3164100","São Pedro do Suaçuí (MG)","37939","47277","46021","46518","57843","57938","59982"
"3164209","São Romão (MG)","91537","108599","101403","109774","175840","142497","160968"
"3164308","São Roque de Minas (MG)","112944","122381","142969","141341","192173","193994","205428"
"3164407","São Sebastião da Bela Vista (MG)","72653","80451","96898","203074","257914","339714","373128"
"3164431","São Sebastião da Vargem Alegre (MG)","32495","33653","50093","55429","51532","46152","50225"
"3164472","São Sebastião do Anta (MG)","41639","40958","50885","52905","53201","68162","64938"
"3164506","São Sebastião do Maranhão (MG)","48902","57997","59393","63286","69623","73154","76772"
"3164605","São Sebastião do Oeste (MG)","230235","297694","349892","384884","283515","301839","403884"
"3164704","São Sebastião do Paraíso (MG)","1241051","1303937","1473437","1650934","1628740","1937847","1766205"
"3164803","São Sebastião do Rio Preto (MG)","14077","16266","16755","17075","18130","18767","19624"
"3164902","São Sebastião do Rio Verde (MG)","19596","20131","22429","22926","24811","27162","28309"
"3165008","São Tiago (MG)","104778","114775","127053","135486","162382","161473","169579"
"3165107","São Tomás de Aquino (MG)","104035","86031","123362","104480","149692","138378","126681"
"3165206","São Thomé das Letras (MG)","68994","74743","84069","82187","99139","89577","91425"
"3165305","São Vicente de Minas (MG)","90794","103416","135613","129054","143718","162992","161361"
"3165404","Sapucaí-Mirim (MG)","92459","79439","81964","83423","89924","97219","101553"
"3165503","Sardoá (MG)","36651","41197","44702","48524","57515","58901","61211"
"3165537","Sarzedo (MG)","690801","794835","940360","739195","793584","895364","908286"
"3165552","Setubinha (MG)","52211","53693","62548","65777","72188","86745","90343"
"3165560","Sem-Peixe (MG)","24157","25516","27470","26814","29246","29917","30092"
"3165578","Senador Amaral (MG)","39763","46336","48357","50398","59181","55958","60505"
"3165602","Senador Cortes (MG)","15902","16429","18684","21214","23290","26800","27481"
"3165701","Senador Firmino (MG)","56194","60577","62778","68497","71518","72191","80178"
"3165800","Senador José Bento (MG)","20415","20401","23297","23925","27251","22674","22663"
"3165909","Senador Modestino Gonçalves (MG)","30645","44144","81746","73108","38259","92084","98344"
"3166006","Senhora de Oliveira (MG)","38194","45962","50061","51573","69889","68278","69420"
"3166105","Senhora do Porto (MG)","24443","27966","28513","29739","34855","37487","36283"
"3166204","Senhora dos Remédios (MG)","59402","68631","69348","78480","88279","79254","82274"
"3166303","Sericita (MG)","64820","67980","75885","80567","84633","70906","74558"
"3166402","Seritinga (MG)","21241","40069","39485","51496","33282","33080","35406"
"3166501","Serra Azul de Minas (MG)","22560","25110","27465","29738","31613","31825","33528"
"3166600","Serra da Saudade (MG)","11967","14193","15306","16599","17912","19080","18789"
"3166709","Serra dos Aimorés (MG)","90261","91489","98617","107942","96715","83636","88080"
"3166808","Serra do Salitre (MG)","269970","188619","290456","231577","406612","345009","476412"
"3166907","Serrania (MG)","90040","86595","100846","101360","120263","124619","133568"
"3166956","Serranópolis de Minas (MG)","22750","26335","28878","30371","31805","34898","35272"
"3167004","Serranos (MG)","18280","34821","28202","28621","27532","27790","28768"
"3167103","Serro (MG)","151675","180994","195152","203907","220012","224581","232487"
"3167202","Sete Lagoas (MG)","6862959","8140259","8054271","7680951","7268417","8266268","8526459"
"3167301","Silveirânia (MG)","18592","20017","22913","23832","24817","27033","27214"
"3167400","Silvianópolis (MG)","76481","77965","90320","97885","120016","121080","94520"
"3167509","Simão Pereira (MG)","30368","31895","33329","61311","57755","72692","71720"
"3167608","Simonésia (MG)","125684","119801","138725","167435","174128","190361","186228"
"3167707","Sobrália (MG)","36232","42395","44518","48860","49502","50680","52837"
"3167806","Soledade de Minas (MG)","41501","45580","50572","51543","53995","57999","58278"
"3167905","Tabuleiro (MG)","31073","35143","42538","47007","50191","49488","50479"
"3168002","Taiobeiras (MG)","290719","316258","367247","393339","395892","439704","441826"
"3168051","Taparuba (MG)","25092","26779","33798","31723","33725","36570","34691"
"3168101","Tapira (MG)","390979","471162","486692","419248","579365","681371","621841"
"3168200","Tapiraí (MG)","62007","36686","39318","41295","46803","33544","39422"
"3168309","Taquaraçu de Minas (MG)","41296","41501","46506","45910","47929","47237","47258"
"3168408","Tarumirim (MG)","99643","102555","129770","128152","138486","137622","144603"
"3168507","Teixeiras (MG)","87643","94244","104347","112431","124197","130976","141892"
"3168606","Teófilo Otoni (MG)","1717788","1923710","2140196","2265233","2343819","2366065","2516190"
"3168705","Timóteo (MG)","2194250","2507129","2748183","2793735","2633274","2878707","3220968"
"3168804","Tiradentes (MG)","99485","101756","124522","137939","140530","154770","162717"
"3168903","Tiros (MG)","112894","133729","139733","149015","183757","190589","197716"
"3169000","Tocantins (MG)","194773","214377","239494","246822","274274","281419","275084"
"3169059","Tocos do Moji (MG)","35354","39919","44086","49781","55638","49780","51366"
"3169109","Toledo (MG)","40930","45686","47484","53844","64905","88775","74815"
"3169208","Tombos (MG)","79078","83155","95054","97301","99365","91085","98174"
"3169307","Três Corações (MG)","1742958","1775711","1839139","2010261","2210695","2216411","2312182"
"3169356","Três Marias (MG)","948738","1137681","1207172","1488888","1453991","1668529","2702820"
"3169406","Três Pontas (MG)","810566","860338","985106","1041895","1271784","1254675","1346402"
"3169505","Tumiritinga (MG)","36445","42981","48954","50218","50595","54332","55936"
"3169604","Tupaciguara (MG)","395183","433252","498096","519117","649209","688934","650942"
"3169703","Turmalina (MG)","188256","200483","285890","272000","238098","309304","371874"
"3169802","Turvolândia (MG)","70376","76950","79103","80951","97533","113106","100311"
"3169901","Ubá (MG)","2216183","2300542","2488955","2369816","2468108","2862257","2729153"
"3170008","Ubaí (MG)","55978","70204","75974","82302","85976","93301","98355"
"3170057","Ubaporanga (MG)","77691","88862","99336","102767","114092","122674","122749"
"3170107","Uberaba (MG)","9399680","10864034","11564234","12514706","13463502","13153564","14708608"
"3170206","Uberlândia (MG)","22837278","25718586","28390937","29472293","32553439","34210239","37442791"
"3170305","Umburatiba (MG)","21257","35434","36037","35432","29798","30648","29917"
"3170404","Unaí (MG)","2019844","2236061","2202016","2439202","3138955","2672789","3256006"
"3170438","União de Minas (MG)","80360","95443","108283","103925","129066","131469","111083"
"3170479","Uruana de Minas (MG)","35935","38622","41237","43532","56302","50289","49845"
"3170503","Urucânia (MG)","225130","152209","149616","153423","166111","176490","170819"
"3170529","Urucuia (MG)","80399","80062","99944","112196","126402","129423","131162"
"3170578","Vargem Alegre (MG)","36808","41328","45618","49704","54924","57840","64500"
"3170602","Vargem Bonita (MG)","28000","28960","35035","36808","44872","41966","43534"
"3170651","Vargem Grande do Rio Pardo (MG)","26327","32064","33993","50419","40970","44770","46804"
"3170701","Varginha (MG)","3685867","4064743","4559730","4609287","4493128","5444355","5512853"
"3170750","Varjão de Minas (MG)","129084","136702","137726","146969","198670","181466","149666"
"3170800","Várzea da Palma (MG)","602586","686606","628284","507552","592948","678723","716404"
"3170909","Varzelândia (MG)","101484","120498","129701","139935","145858","150628","157436"
"3171006","Vazante (MG)","443675","516676","576892","537249","581500","644767","717895"
"3171030","Verdelândia (MG)","60952","71376","73452","73925","87696","84673","83238"
"3171071","Veredinha (MG)","57595","66931","63408","50398","60828","86482","99425"
"3171105","Veríssimo (MG)","83149","98689","99617","94290","130884","127936","113015"
"3171154","Vermelho Novo (MG)","35833","33468","38467","49036","54401","44921","46164"
"3171204","Vespasiano (MG)","2342770","2352155","2658099","3095114","2819792","2595990","2434249"
"3171303","Viçosa (MG)","1052774","1185972","1304973","1397321","1507901","1557717","1630870"
"3171402","Vieiras (MG)","32551","33005","40332","39077","42467","37684","38042"
"3171501","Mathias Lobato (MG)","27120","28347","32132","30346","32162","32181","32729"
"3171600","Virgem da Lapa (MG)","70776","85270","93235","101876","103029","111829","116101"
"3171709","Virgínia (MG)","95422","101883","122577","116889","121360","106276","115621"
"3171808","Virginópolis (MG)","86055","115532","123590","128514","136145","139960","147846"
"3171907","Virgolândia (MG)","35614","40353","41236","45228","47848","50198","47506"
"3172004","Visconde do Rio Branco (MG)","778190","906204","930992","990146","1053581","1131040","1122786"
"3172103","Volta Grande (MG)","51118","80768","56537","58918","79725","63066","83919"
"3172202","Wenceslau Braz (MG)","20061","22205","23288","24028","24931","26041","26723"
"3200102","Afonso Cláudio (ES)","322412","345571","375826","393452","472430","440152","464362"
"3200136","Águia Branca (ES)","124636","136120","149072","162082","166986","191694","179501"
"3200169","Água Doce do Norte (ES)","115361","120249","134046","138073","143132","137382","139318"
"3200201","Alegre (ES)","415740","430332","464737","431763","488471","484465","495241"
"3200300","Alfredo Chaves (ES)","276328","286364","313747","296499","349918","340072","327218"
"3200359","Alto Rio Novo (ES)","71492","68889","75112","80924","85412","92149","87119"
"3200409","Anchieta (ES)","5652924","4087004","4641771","2715010","713392","804793","942572"
"3200508","Apiacá (ES)","68035","69642","72855","80362","93234","95607","100542"
"3200607","Aracruz (ES)","5019531","5212951","4991882","5315366","4609679","5202206","5290571"
"3200706","Atílio Vivácqua (ES)","194562","207846","211422","249505","259968","264370","277597"
"3200805","Baixo Guandu (ES)","474852","498660","621548","602057","656942","616782","723977"
"3200904","Barra de São Francisco (ES)","636865","696577","762219","828118","845556","783726","867066"
"3201001","Boa Esperança (ES)","182980","193169","198087","236005","219879","255900","222058"
"3201100","Bom Jesus do Norte (ES)","97250","105093","113868","122523","133927","142977","151692"
"3201159","Brejetuba (ES)","188797","182367","196678","197555","259539","209566","244587"
"3201209","Cachoeiro de Itapemirim (ES)","4029848","4239610","4944394","4795239","4822906","4757488","4966599"
